school_name,conf_abbr,srs_off,srs_def,off_rtg,def_rtg
Gonzaga,WCC,12.79,12.47,119.23,82.51
North Carolina,ACC,16.92,7.91,122.33,86.92
West Virginia,Big 12,14.63,9.83,118.49,84.37
Kentucky,SEC,16.92,6.96,120.28,86.87
Villanova,Big East,9.20,14.61,123.50,87.45
Kansas,Big 12,16.58,6.95,123.67,89.65
Louisville,ACC,10.35,12.13,118.44,85.52
Florida,SEC,11.36,11.04,117.61,85.10
Duke,ACC,13.15,8.41,122.70,91.17
Wichita State,MVC,10.67,10.57,117.30,86.44
Oregon,Pac-12,9.52,11.29,118.40,88.20
UCLA,Pac-12,20.52,0.15,124.63,95.78
Virginia,ACC,-1.49,22.12,114.37,81.99
Iowa State,Big 12,12.54,7.97,119.92,90.84
Purdue,Big Ten,11.54,8.59,118.48,88.85
Baylor,Big 12,4.89,14.86,117.81,87.95
Wisconsin,Big Ten,3.85,15.56,116.38,86.58
Oklahoma State,Big 12,19.23,-0.04,125.05,97.65
Florida State,ACC,13.22,5.65,117.54,90.36
Michigan,Big Ten,7.68,11.13,123.68,94.53
Southern Methodist,AAC,5.83,12.88,120.93,90.91
Cincinnati,AAC,4.50,13.94,116.04,88.07
Arizona,Pac-12,7.47,10.79,118.07,90.77
Notre Dame,ACC,10.00,7.81,119.69,93.01
Butler,Big East,8.45,9.25,119.19,92.47
South Carolina,SEC,5.20,12.32,109.79,83.76
Creighton,Big East,12.76,4.51,116.88,91.79
Saint Mary's (CA),WCC,1.09,15.66,119.63,91.48
TCU,Big 12,7.12,8.52,116.16,92.98
Marquette,Big East,14.48,0.78,122.04,99.18
Kansas State,Big 12,4.38,10.42,114.30,91.81
Xavier,Big East,7.60,7.20,115.94,93.35
Indiana,Big Ten,11.23,3.39,117.34,96.09
Minnesota,Big Ten,7.61,6.95,109.07,87.65
Miami (FL),ACC,0.43,14.05,110.75,89.05
Wake Forest,ACC,14.95,-0.76,120.96,100.01
Texas Tech,Big 12,3.31,10.80,115.27,93.60
Arkansas,SEC,10.56,3.48,116.19,95.76
Northwestern,Big Ten,2.90,11.12,111.60,90.43
Syracuse,ACC,8.33,5.37,117.39,96.51
Vanderbilt,SEC,3.95,9.75,113.82,92.70
Michigan State,Big Ten,4.20,9.47,113.33,92.34
Clemson,ACC,6.64,6.58,115.83,95.51
Dayton,A-10,5.80,7.18,111.80,92.02
Rhode Island,A-10,3.78,9.10,111.77,91.83
Maryland,Big Ten,5.84,6.95,113.29,93.65
Virginia Tech,ACC,10.14,2.63,117.40,98.49
Utah,Pac-12,7.80,4.66,114.36,95.51
Houston,AAC,4.35,7.84,114.46,95.06
Seton Hall,Big East,4.83,7.28,110.37,92.15
Virginia Commonwealth,A-10,5.67,5.90,109.80,91.91
Southern California,Pac-12,8.07,3.41,114.63,96.98
Oklahoma,Big 12,6.56,4.86,108.25,91.41
Alabama,SEC,-0.99,12.28,105.39,88.25
Tennessee,SEC,6.45,4.83,110.71,93.31
Providence,Big East,1.51,9.73,108.83,91.63
Georgetown,Big East,5.47,5.71,110.07,92.94
Georgia,SEC,2.82,8.31,108.73,91.96
California,Pac-12,-0.42,11.53,105.35,88.19
Texas,Big 12,0.36,10.63,105.21,88.78
Illinois,Big Ten,1.53,9.01,108.95,92.69
Nevada,MWC,8.93,1.56,113.89,98.08
Texas A&M,SEC,0.05,10.30,108.52,92.68
Ohio State,Big Ten,4.91,5.41,111.73,95.59
Illinois State,MVC,-1.46,11.76,106.79,89.94
Iowa,Big Ten,11.68,-1.67,113.29,98.21
Middle Tennessee,CUSA,0.50,9.30,111.43,95.30
Mississippi,SEC,9.14,0.51,110.83,96.22
UCF,AAC,-2.13,11.71,104.66,89.29
Pittsburgh,ACC,4.98,4.26,113.86,99.92
Colorado,Pac-12,6.04,3.08,112.22,97.62
Brigham Young,WCC,11.12,-2.90,107.61,95.64
Auburn,SEC,11.88,-3.71,111.05,98.51
UNC Wilmington,CAA,10.95,-2.89,116.75,103.88
Penn State,Big Ten,4.53,3.37,104.89,92.49
Georgia Tech,ACC,-2.58,10.41,101.01,88.85
East Tennessee State,Southern,4.41,2.91,106.66,95.47
Connecticut,AAC,-1.61,8.84,105.56,93.53
Mississippi State,SEC,2.89,4.23,107.40,95.89
San Diego State,MWC,-3.94,10.82,103.55,92.18
Vermont,AEC,-0.77,7.44,109.54,97.21
Princeton,Ivy,-3.08,9.65,108.58,95.69
Memphis,AAC,3.66,2.81,107.85,97.57
Nebraska,Big Ten,2.24,4.23,105.69,95.24
Davidson,A-10,3.56,2.88,108.31,98.04
St. John's (NY),Big East,8.75,-2.30,109.60,98.42
Stanford,Pac-12,1.00,5.39,104.69,94.35
NC State,ACC,9.14,-3.05,111.92,102.33
Colorado State,MWC,0.75,5.28,108.07,97.68
St. Bonaventure,A-10,4.49,1.46,108.03,98.14
UT Arlington,Sun Belt,5.42,0.50,108.37,98.94
Bucknell,Patriot,4.04,1.85,107.33,98.12
Boise State,MWC,4.06,1.47,107.69,98.66
Richmond,A-10,4.16,1.28,109.83,100.38
Louisiana Tech,CUSA,2.39,2.81,106.91,98.19
Loyola (IL),MVC,1.07,4.08,108.25,98.95
Monmouth,MAAC,6.61,-1.66,106.12,98.15
Temple,AAC,2.72,2.12,107.77,99.33
New Mexico State,WAC,2.84,1.83,109.00,100.52
Fresno State,MWC,1.53,2.84,104.30,96.69
Belmont,OVC (East),3.09,1.19,109.48,101.90
Oakland,Horizon,3.79,0.43,103.39,96.62
Arizona State,Pac-12,8.35,-4.33,111.59,104.94
College of Charleston,CAA,-4.19,8.18,103.77,96.13
Valparaiso,Horizon,-0.06,3.99,104.83,97.78
Ohio,MAC (East),1.95,1.95,103.97,97.43
San Francisco,WCC,-0.34,4.14,102.38,95.51
Rutgers,Big Ten,-3.60,7.29,100.86,94.22
Akron,MAC (East),2.14,1.45,110.56,103.77
Cal State Bakersfield,WAC,-4.42,7.64,98.63,92.46
New Mexico,MWC,2.31,0.72,105.94,100.39
George Mason,A-10,3.51,-0.50,106.70,101.09
Missouri,SEC,-0.91,3.89,101.46,96.05
Utah State,MWC,0.24,2.66,105.89,100.94
Missouri State,MVC,1.80,1.04,108.05,102.48
Wyoming,MWC,5.79,-2.96,103.83,98.47
Santa Clara,WCC,-3.56,6.24,105.34,100.06
Tulsa,AAC,0.21,2.24,103.96,98.85
George Washington,A-10,-0.89,3.25,107.12,102.54
Harvard,Ivy,-0.96,3.25,104.86,99.65
Florida Gulf Coast,A-Sun,0.31,1.95,107.20,102.02
Boston College,ACC,2.95,-0.75,104.11,99.52
Washington,Pac-12,6.26,-4.11,106.94,102.63
DePaul,Big East,-0.09,2.18,104.71,100.22
Old Dominion,CUSA,-10.47,12.40,98.75,93.81
La Salle,A-10,5.67,-3.76,110.06,105.85
Towson,CAA,0.17,1.67,102.94,98.82
Massachusetts,A-10,0.73,0.90,99.83,96.13
Saint Peter's,MAAC,-9.99,11.59,100.61,95.55
Lehigh,Patriot,3.32,-1.78,105.70,102.33
Furman,Southern,-2.12,3.57,104.59,100.98
Evansville,MVC,-1.54,2.99,103.49,99.80
Winthrop,Big South,4.50,-3.16,104.02,100.66
Northern Iowa,MVC,-8.89,10.18,97.80,95.39
Toledo,MAC (West),3.13,-1.97,107.32,104.12
Chattanooga,Southern,-2.58,3.67,103.03,99.51
Southern Illinois,MVC,-1.80,2.89,104.09,101.21
Iona,MAAC,5.95,-4.87,108.11,104.77
Buffalo,MAC (East),2.43,-1.50,102.44,99.46
Kent State,MAC (East),1.29,-0.40,103.72,101.21
Arkansas State,Sun Belt,-0.95,1.81,103.43,100.56
UNC Asheville,Big South,1.62,-0.78,104.56,101.69
Louisiana State,SEC,7.23,-6.70,109.07,106.09
Rice,CUSA,7.04,-6.53,106.11,104.68
Purdue Fort Wayne,Summit,6.99,-6.62,106.32,105.09
Elon,CAA,0.23,0.02,102.27,100.59
Yale,Ivy,0.46,-0.26,103.87,102.45
Marshall,CUSA,14.66,-14.48,108.73,107.10
UC Irvine,Big West,-4.11,4.29,99.62,97.96
Saint Joseph's,A-10,-0.84,0.97,101.61,100.10
Washington State,Pac-12,-0.39,0.52,104.05,102.91
UNC Greensboro,Southern,-1.53,1.43,105.32,103.77
William & Mary,CAA,7.01,-7.15,109.92,108.20
Albany (NY),AEC,-3.34,3.18,105.08,103.47
Grand Canyon,WAC,-2.08,1.93,99.87,98.27
Northern Kentucky,Horizon,-0.49,0.32,104.40,103.07
Eastern Michigan,MAC (West),0.36,-0.54,103.82,102.46
Georgia State,Sun Belt,-1.41,1.08,102.73,101.25
South Dakota,Summit,0.81,-1.23,102.02,101.12
Loyola Marymount,WCC,-2.40,1.93,102.23,100.74
Troy,Sun Belt,1.96,-2.43,106.71,105.92
East Carolina,AAC,-7.08,6.59,96.03,95.77
Louisiana,Sun Belt,7.42,-8.06,108.17,107.49
Pennsylvania,Ivy,-3.48,2.83,100.44,99.96
Wofford,Southern,2.84,-3.55,107.29,107.02
Northeastern,CAA,-0.83,0.05,104.37,104.21
Western Michigan,MAC (West),0.43,-1.20,105.17,104.50
Indiana State,MVC,-0.30,-0.72,98.72,98.81
Wright State,Horizon,1.06,-2.07,104.43,104.32
Mercer,Southern,-4.70,3.58,106.11,105.99
UAB,CUSA,-2.43,1.26,102.35,102.86
Utah Valley,WAC,2.26,-3.48,99.22,99.58
North Dakota State,Summit,-2.06,0.75,101.80,102.51
Ball State,MAC (West),2.78,-4.24,102.58,103.37
Lipscomb,A-Sun,7.43,-8.98,105.27,105.91
Tennessee State,OVC (East),-4.94,3.38,97.06,97.59
North Dakota,Big Sky,2.19,-4.02,101.59,102.72
Samford,Southern,3.60,-5.47,104.65,105.57
Fordham,A-10,-8.10,6.13,96.53,98.25
Siena,MAAC,0.12,-2.12,103.63,104.75
Texas State,Sun Belt,-8.95,6.72,99.50,100.89
Omaha,Summit,7.66,-9.90,104.96,106.89
South Dakota State,Summit,1.91,-4.20,107.57,109.38
Weber State,Big Sky,0.31,-2.63,106.56,108.35
Hofstra,CAA,3.42,-5.77,108.91,110.69
Boston University,Patriot,-0.16,-2.28,100.30,102.19
Montana,Big Sky,-1.77,-0.90,103.84,105.88
Eastern Washington,Big Sky,3.02,-5.79,106.79,109.27
Green Bay,Horizon,3.29,-6.06,99.01,101.32
Canisius,MAAC,3.42,-6.24,106.61,109.03
Bradley,MVC,-5.29,2.45,97.67,100.46
San Jose State,MWC,-0.75,-2.08,99.38,101.61
Jacksonville State,OVC (East),-5.60,2.75,103.16,105.33
Texas A&M-Corpus Christi,Southland,-1.84,-1.13,100.64,103.26
Denver,Summit,-0.65,-2.34,105.10,107.65
Air Force,MWC,-0.80,-2.26,104.03,107.14
Duquesne,A-10,-0.54,-2.53,100.18,103.30
Murray State,OVC (West),2.87,-5.93,105.31,107.82
Gardner-Webb,Big South,0.82,-3.90,99.33,102.37
UTEP,CUSA,-5.11,1.98,98.68,101.25
North Carolina Central,MEAC,-5.59,2.41,99.09,101.34
Northern Illinois,MAC (West),-5.24,1.95,97.06,100.31
New Hampshire,AEC,-5.41,1.85,98.60,101.92
Morehead State,OVC (East),1.43,-5.03,103.86,107.84
Georgia Southern,Sun Belt,-0.81,-2.82,102.64,106.50
Nevada-Las Vegas,MWC,-2.76,-0.99,97.86,101.90
Maryland-Baltimore County,AEC,5.61,-9.45,105.82,109.69
Coastal Carolina,Sun Belt,-2.15,-1.78,99.62,103.33
Tulane,AAC,1.71,-5.69,101.93,105.34
New Orleans,Southland,-5.53,1.43,98.58,101.88
Navy,Patriot,-8.45,4.34,97.13,101.46
IU Indy,Summit,1.97,-6.26,104.09,107.90
Mount St. Mary's,NEC,-6.30,2.02,97.27,101.47
Pacific,WCC,-5.61,1.04,98.61,103.88
Oregon State,Pac-12,-8.46,3.87,96.37,102.47
Tennessee-Martin,OVC (West),-0.12,-4.59,103.89,109.10
Drake,MVC,1.02,-5.73,102.77,108.30
Stony Brook,AEC,-5.77,1.06,99.85,104.79
Fairfield,MAAC,-3.36,-1.39,97.32,102.25
Kansas City,WAC,0.24,-5.21,101.61,106.89
UC Davis,Big West,-4.89,-0.32,95.02,100.84
Charlotte,CUSA,2.94,-8.17,101.56,107.14
Holy Cross,Patriot,-13.03,7.77,96.69,103.25
Idaho,Big Sky,-4.28,-1.06,98.69,104.77
Rider,MAAC,-0.29,-5.05,97.75,103.55
Eastern Illinois,OVC (West),-2.33,-3.02,98.28,104.10
Liberty,Big South,-10.19,4.68,97.28,103.19
Oral Roberts,Summit,0.37,-5.87,102.21,108.40
James Madison,CAA,-9.12,3.48,96.40,102.95
Columbia,Ivy,-1.74,-3.93,98.94,105.51
Central Michigan,MAC (West),12.21,-17.97,108.99,115.21
San Diego,WCC,-7.50,1.72,98.33,106.58
Western Kentucky,CUSA,-4.95,-0.85,100.90,107.67
Portland,WCC,-5.78,-0.03,97.13,104.78
Army,Patriot,-1.03,-4.82,96.97,103.30
Southeast Missouri State,OVC (West),-1.93,-3.96,101.43,108.08
Illinois-Chicago,Horizon,0.90,-6.86,98.66,105.31
Long Beach State,Big West,1.63,-7.61,101.18,107.31
Bowling Green State,MAC (East),-1.65,-4.35,97.90,104.98
Little Rock,Sun Belt,-9.63,3.56,96.67,104.09
Saint Louis,A-10,-10.79,4.70,94.22,102.19
Montana State,Big Sky,1.30,-7.44,100.52,107.56
Hawaii,Big West,-6.35,0.16,95.62,103.02
Loyola (MD),Patriot,-7.85,1.53,95.46,103.35
Texas Southern,SWAC,-1.82,-4.60,100.58,107.77
South Alabama,Sun Belt,-3.08,-3.49,95.96,103.59
Cleveland State,Horizon,-8.67,1.95,94.10,101.56
Stephen F. Austin,Southland,-8.91,1.90,94.04,102.27
Portland State,Big Sky,5.16,-12.22,101.59,109.99
Wagner,NEC,-8.80,1.67,97.28,105.39
South Florida,AAC,-4.81,-2.48,96.27,105.01
Houston Christian,Southland,0.28,-7.58,101.62,109.54
Lamar,Southland,-2.69,-4.67,99.57,108.20
Southeastern Louisiana,Southland,-7.61,0.25,94.29,102.71
Milwaukee,Horizon,-8.75,1.38,98.42,107.92
UTSA,CUSA,-8.43,1.01,92.45,101.18
Drexel,CAA,0.57,-8.00,100.10,108.79
Cal State Fullerton,Big West,-3.81,-3.74,94.19,103.21
Sam Houston,Southland,-5.03,-2.52,93.54,102.20
Tennessee Tech,OVC (East),-4.21,-3.38,96.64,105.86
South Carolina Upstate,A-Sun,-0.86,-6.78,101.09,109.89
North Florida,A-Sun,-2.11,-5.67,98.40,107.64
Long Island University,NEC,-5.41,-2.39,97.23,106.34
Louisiana-Monroe,Sun Belt,-7.53,-0.34,95.25,105.13
Florida Atlantic,CUSA,-3.87,-4.08,97.21,106.66
Florida International,CUSA,-4.35,-3.75,100.87,110.75
Saint Francis (PA),NEC,-1.02,-7.11,98.50,108.44
Miami (OH),MAC (East),-5.98,-2.18,94.12,103.89
Cal State Northridge,Big West,3.41,-11.75,102.26,111.85
Niagara,MAAC,-2.22,-6.13,98.18,107.98
Seattle,WAC,-6.91,-1.45,93.18,103.15
Cornell,Ivy,-3.02,-5.38,97.08,107.05
Kennesaw State,A-Sun,-2.53,-5.91,99.96,110.48
Colgate,Patriot,-7.48,-0.99,96.56,107.27
Brown,Ivy,1.57,-10.12,101.64,111.98
Robert Morris,NEC,-10.11,1.56,88.80,99.36
Eastern Kentucky,OVC (East),-4.90,-3.75,96.26,107.31
Appalachian State,Sun Belt,-2.24,-6.43,97.48,107.82
High Point,Big South,-6.73,-2.34,96.24,107.66
Northern Colorado,Big Sky,-6.41,-2.86,92.98,104.61
FDU,NEC,-1.65,-7.63,100.09,111.42
Manhattan,MAAC,-4.65,-5.03,94.53,106.18
Campbell,Big South,-7.40,-2.28,97.45,109.91
Bryant,NEC,-0.46,-9.24,99.52,111.19
Youngstown State,Horizon,1.92,-11.67,98.78,110.27
Quinnipiac,MAAC,2.00,-11.86,97.98,109.65
Delaware,CAA,-9.77,-0.20,94.62,107.43
Pepperdine,WCC,-2.88,-7.11,99.48,112.15
NJIT,A-Sun,-6.06,-4.05,95.50,107.90
Massachusetts-Lowell,AEC,2.90,-13.03,101.11,113.71
Jacksonville,A-Sun,-4.11,-6.10,99.09,111.59
American,Patriot,-11.49,1.19,93.08,106.99
Sacramento State,Big Sky,-6.56,-4.12,97.85,111.46
Cal Poly,Big West,-7.03,-3.67,97.94,112.19
Detroit Mercy,Horizon,2.23,-12.95,100.50,113.35
Sacred Heart,NEC,-2.23,-8.72,94.53,108.22
Austin Peay,OVC (West),1.62,-12.62,102.27,116.09
Western Illinois,Summit,-5.09,-5.91,94.50,108.15
North Texas,CUSA,-4.96,-6.18,94.06,107.59
Dartmouth,Ivy,-6.12,-5.03,96.44,110.83
Radford,Big South,-11.23,-0.12,91.96,106.64
UC Riverside,Big West,-10.47,-0.92,90.22,104.85
Texas-Rio Grande Valley,WAC,2.53,-13.97,97.48,111.00
Abilene Christian,Southland,-9.00,-2.86,93.28,108.42
Binghamton,AEC,-10.21,-1.78,93.21,109.12
Northwestern State,Southland,-1.47,-10.57,97.21,111.91
Norfolk State,MEAC,-8.26,-3.82,91.24,106.97
Incarnate Word,Southland,-0.60,-11.55,98.01,112.74
SIU Edwardsville,OVC (West),-6.85,-5.40,92.14,107.84
Charleston Southern,Big South,-2.91,-9.37,98.94,114.64
Alcorn State,SWAC,-9.32,-3.00,90.96,106.64
Marist,MAAC,-5.32,-7.01,96.94,112.97
The Citadel,Southern,11.60,-24.46,101.28,115.34
Central Arkansas,Southland,0.60,-13.64,99.39,115.93
Hampton,MEAC,-9.67,-3.56,90.09,107.51
Southern Mississippi,CUSA,-12.10,-1.30,90.20,108.21
UC Santa Barbara,Big West,-13.33,-0.16,89.43,107.18
Maryland-Eastern Shore,MEAC,-5.28,-8.49,94.48,112.49
VMI,Southern,-6.11,-7.80,95.37,113.85
Northern Arizona,Big Sky,-7.81,-6.10,91.97,109.65
Stetson,A-Sun,-0.78,-13.43,96.93,114.42
McNeese State,Southland,-6.45,-7.83,92.57,109.99
Southern,SWAC,-6.22,-8.26,94.74,113.55
Prairie View,SWAC,-7.12,-7.42,93.39,111.93
Nicholls State,Southland,-3.31,-11.26,95.03,113.50
Lafayette,Patriot,-6.63,-8.04,93.35,112.40
Morgan State,MEAC,-11.85,-3.18,87.19,106.34
Idaho State,Big Sky,-6.07,-9.04,94.66,114.67
Western Carolina,Southern,-15.01,-0.29,84.75,104.58
Jackson State,SWAC,-13.80,-1.61,89.35,109.90
Southern Utah,Big Sky,-0.46,-15.13,97.70,117.55
Hartford,AEC,-8.42,-7.43,89.45,109.65
Savannah State,MEAC,7.93,-23.96,95.66,114.21
Maine,AEC,-10.77,-5.56,88.86,110.12
Chicago State,WAC,-10.57,-6.11,89.14,110.75
Howard,MEAC,-12.99,-3.97,87.10,110.19
Grambling,SWAC,-9.37,-7.92,90.54,113.04
Central Connecticut State,NEC,-12.65,-4.86,89.10,112.84
South Carolina State,MEAC,-6.83,-11.54,94.35,118.79
Delaware State,MEAC,-11.85,-6.95,89.62,114.31
St. Francis (NY),NEC,-14.19,-5.06,84.06,109.73
Bethune-Cookman,MEAC,-7.91,-11.54,90.94,116.17
Alabama State,SWAC,-11.41,-8.34,86.20,112.66
Mississippi Valley State,SWAC,-5.50,-15.05,91.63,118.72
Florida A&M,MEAC,-8.27,-12.62,88.46,115.27
Longwood,Big South,-8.84,-12.39,88.60,116.84
Coppin State,MEAC,-11.46,-10.05,87.23,115.68
Arkansas-Pine Bluff,SWAC,-17.08,-5.73,80.34,111.00
North Carolina A&T,MEAC,-13.05,-10.02,90.47,122.16
Presbyterian,Big South,-17.33,-6.30,84.21,117.85
Alabama A&M,SWAC,-15.57,-11.42,86.44,124.44
